movieId,embedding
77.0,"[-0.1461847573518753, 0.15143100917339325, 0.0785711407661438, 0.16626988351345062, -0.019366998225450516, 0.06224176287651062, -0.03949148952960968, -0.030596977099776268, -0.25324875116348267, 0.22052833437919617, 0.22309640049934387, 0.13187289237976074, -0.09071113914251328, -0.05830922722816467, 0.09954868257045746, 0.15167340636253357, -0.025341244414448738, 0.04187527298927307, -0.46136006712913513, -0.1259562224149704, 0.026718012988567352, 0.05820925161242485, -0.43149882555007935, 0.10879629105329514, 0.2371266782283783, 0.09103809297084808, -0.2613656222820282, -0.2503577768802643, 0.07940231263637543, 0.06878645718097687, -0.031106149777770042, -0.22339563071727753]"
78.0,"[-0.18374814093112946, -0.13613243401050568, 0.048918165266513824, 0.1670168936252594, 0.13697455823421478, -0.018921643495559692, 0.10781512409448624, 0.10688461363315582, -0.17894324660301208, 0.11063451319932938, 0.46139445900917053, 0.20275209844112396, 0.25358134508132935, -0.005735758692026138, -0.16238422691822052, 0.10147766023874283, -0.15587425231933594, 0.034482233226299286, -0.08263946324586868, -0.10777375102043152, -0.0367661714553833, -0.051274921745061874, -0.25713932514190674, 0.2421763390302658, 0.45525696873664856, -0.013515456579625607, -0.13410404324531555, 0.0119876554235816, -0.20653125643730164, -0.02428578771650791, 0.003443449968472123, -0.18570026755332947]"
79.0,"[0.14925801753997803, -0.24093425273895264, 0.27556779980659485, -0.0569780208170414, 0.14528752863407135, -0.12652599811553955, -0.13709020614624023, -0.0357581228017807, 0.05238483473658562, 0.21525515615940094, 0.3081308901309967, -0.0656287670135498, 0.013271910138428211, -0.05617496371269226, 0.3097946047782898, -0.006576250772923231, -0.24083936214447021, 0.35326436161994934, -0.22474373877048492, 0.0033638665918260813, -0.0014397497288882732, 0.06141528859734535, -0.0018781815888360143, 0.07804223150014877, 0.38399577140808105, -0.13548894226551056, 0.004885036963969469, 0.0023777976166456938, -0.2924066185951233, -0.1430578976869583, -0.06551756709814072, 0.12779976427555084]"
80.0,"[0.17800167202949524, 0.31151843070983887, -0.029306912794709206, -0.01629403419792652, 0.07486284524202347, -0.08732195943593979, -0.10241968184709549, 0.031561631709337234, -0.2560690939426422, -0.24493210017681122, 0.47698989510536194, -0.08317237347364426, -0.0162433423101902, 0.15752017498016357, -0.021736353635787964, -0.2295924574136734, 0.10155989974737167, 0.270206093788147, 0.0970921665430069, -0.00747688626870513, -0.13148003816604614, -0.015928072854876518, 0.06325789541006088, 0.1462700068950653, 0.39298683404922485, -0.089340440928936, 0.11219318211078644, -0.22136856615543365, 0.058126721531152725, -0.1599978804588318, 0.13372397422790527, 0.02350245602428913]"
81.0,"[0.13015177845954895, -0.15165425837039948, 0.055110882967710495, 0.10506046563386917, 0.05991939455270767, 0.12324258685112, -0.024186771363019943, 0.16989324986934662, -0.15518920123577118, 0.1546095460653305, 0.38143080472946167, -0.054375771433115005, -0.1270141750574112, 0.11324088275432587, 0.06347353011369705, -0.024343809112906456, -0.17953169345855713, 0.1621226966381073, 0.0658779963850975, -0.19027240574359894, -0.17923226952552795, -0.12868040800094604, -0.1864137202501297, -0.18063034117221832, 0.46648693084716797, 0.03908802568912506, 0.15974147617816925, -0.2780318260192871, -0.10466401278972626, -0.22307369112968445, -0.0004419446922838688, 0.26448869705200195]"
82.0,"[0.1127580851316452, -0.04752044379711151, 0.07949616014957428, -0.03754089027643204, 0.18544389307498932, 0.05421718582510948, -0.04002390801906586, -0.02165849506855011, -0.01675116829574108, 0.10816208273172379, 0.32355794310569763, -0.16236229240894318, 0.10127168893814087, 0.3535136580467224, 0.10432208329439163, -0.2462051808834076, -0.06850235909223557, 0.17974434792995453, -0.1551213562488556, -0.016662515699863434, -0.18824167549610138, 0.004690881352871656, -0.1522308588027954, -0.11073414981365204, 0.3500688076019287, 0.03485461696982384, 0.0733715146780014, -0.38774043321609497, 0.0385882742702961, -0.4150686264038086, 0.019319288432598114, 0.04766697809100151]"
83.0,"[0.02344733662903309, -0.06287181377410889, -0.022986942902207375, 0.06805876642465591, 0.011732937768101692, -0.0035460274666547775, 0.1392088085412979, -0.05636819824576378, -0.24688684940338135, -0.05023367330431938, 0.4150390326976776, 0.0020002161618322134, 0.11476869136095047, 0.08025193214416504, -0.02287045307457447, -0.1306297481060028, -0.007637062110006809, -0.012895820662379265, -0.19624687731266022, -0.21581442654132843, 0.04107331484556198, -0.28029242157936096, -0.15328514575958252, 0.21016889810562134, 0.5998956561088562, 0.1714051365852356, 0.05852111801505089, -0.1337738186120987, -0.09716511517763138, -0.003574291942641139, -0.181843563914299, -0.09146425873041153]"
85.0,"[0.1187189444899559, 0.056868091225624084, 0.07611959427595139, -0.08550107479095459, 0.20365862548351288, 0.025776736438274384, -0.14171111583709717, 0.11394432932138443, 0.09988588094711304, 0.09733769297599792, 0.24189886450767517, 5.224513733992353e-05, -0.14555522799491882, 0.06761375814676285, 0.03976533189415932, -0.20082475244998932, 0.21704880893230438, 0.40649324655532837, -0.19215048849582672, -0.019166946411132812, 0.021850451827049255, 0.1364251673221588, -0.020433014258742332, -0.18898159265518188, 0.3861358165740967, 0.25009557604789734, -0.026363860815763474, -0.15988437831401825, -0.16532906889915466, -0.36057278513908386, -0.02964036911725998, 0.2184838056564331]"
86.0,"[0.18237511813640594, 0.31600141525268555, -0.07923547923564911, 0.018715161830186844, 0.1133885383605957, -0.12592867016792297, -0.11305801570415497, 0.009147495031356812, -0.27331018447875977, -0.19472050666809082, 0.5026438236236572, -0.021632881835103035, -0.05672699585556984, 0.03988644853234291, 0.05151169374585152, -0.10412152856588364, 0.11888842284679413, 0.3448335826396942, 0.048640795052051544, -0.001994422869756818, -0.08233311772346497, -0.02178213559091091, 0.04149530827999115, 0.20191752910614014, 0.40725183486938477, -0.15844474732875824, 0.057728394865989685, -0.12284424901008606, 0.003624922828748822, -0.12273995578289032, 0.15584209561347961, -0.026992948725819588]"
87.0,"[-0.018101349472999573, -0.07681434601545334, -0.03331097960472107, -0.026776447892189026, 0.3049416244029999, 0.021611476317048073, -0.056104693561792374, 0.07274354249238968, 0.07947947084903717, 0.3288424611091614, 0.24124416708946228, 0.11456748098134995, -0.04476527124643326, -0.16245989501476288, 0.023274797946214676, 0.14989566802978516, 0.18712478876113892, 0.4097743034362793, -0.203373983502388, 0.09152840822935104, 0.03410620614886284, 0.1732427328824997, -0.12135617434978485, -0.11611451208591461, 0.2779703140258789, 0.08199470490217209, -0.19252030551433563, 0.08846244215965271, -0.31065836548805237, -0.30891263484954834, 0.04758010059595108, 0.1331460326910019]"
88.0,"[0.06092862784862518, 0.18297070264816284, -0.24755433201789856, 0.039070263504981995, 0.15035812556743622, -0.1092010885477066, 0.06154725328087807, -0.008461560122668743, -0.3289160430431366, -0.06621690094470978, 0.46104463934898376, 0.13394683599472046, -0.09428609907627106, -0.05294898524880409, 0.12445291131734848, 0.11102766543626785, 0.010942052118480206, 0.3291770815849304, -0.010252189822494984, 0.02442293055355549, 0.013791206292808056, -0.09986367076635361, -0.007115139160305262, 0.24410896003246307, 0.3880804181098938, -0.22333890199661255, 0.025485282763838768, 0.016457119956612587, -0.1113714948296547, -0.05440216138958931, 0.21863722801208496, -0.1883344203233719]"
89.0,"[0.06177687272429466, -0.03606954216957092, 0.016313735395669937, -0.06639288365840912, 0.27772167325019836, 0.02362932451069355, -0.10619528591632843, 0.07893811166286469, 0.06036682426929474, 0.2456199675798416, 0.26308566331863403, 0.050276629626750946, -0.09159765392541885, -0.0501556470990181, 0.02966012805700302, -0.03922295197844505, 0.2123192995786667, 0.4353129267692566, -0.23091153800487518, 0.051481716334819794, 0.009568953886628151, 0.16811950504779816, -0.07722007483243942, -0.151090607047081, 0.34878695011138916, 0.17046357691287994, -0.11558490991592407, -0.00861469004303217, -0.29213133454322815, -0.33200064301490784, -0.01471856888383627, 0.19583846628665924]"
90.0,"[-0.1887349784374237, -0.027311861515045166, -0.03249228373169899, 0.07804907858371735, 0.3000425100326538, 0.10210495442152023, 0.037262924015522, -0.26622655987739563, 0.2881651818752289, 0.17551343142986298, 0.2545236647129059, 0.11306742578744888, 0.25040897727012634, -0.06272458285093307, 0.019970236346125603, 0.1255534440279007, 0.09088743478059769, 0.1318276971578598, -0.14745907485485077, 0.2695305049419403, -0.016381431370973587, 0.2107689380645752, 0.020940348505973816, -0.0715203732252121, 0.3497099280357361, 0.06531030684709549, -0.13277140259742737, -0.05228308588266373, 0.022880123928189278, -0.2809883654117584, 0.09691473096609116, -0.32169464230537415]"
92.0,"[-0.12026149034500122, 0.005921013653278351, 0.13935403525829315, 0.0937146320939064, -0.1882844865322113, 0.15288454294204712, 0.05971779301762581, 0.128562793135643, 0.15270312130451202, 0.12023089826107025, 0.44720354676246643, -0.23774591088294983, 0.05614606663584709, 0.014084135182201862, 0.012009027414023876, 0.21924565732479095, 0.08230430632829666, 0.14943274855613708, -0.10921894013881683, 0.37962058186531067, 0.31959816813468933, -0.014396900311112404, -0.23873233795166016, 0.10747532546520233, 0.2453097254037857, -0.195366770029068, -0.025183074176311493, -0.03636031970381737, -0.08990386873483658, -0.20093318819999695, -0.01293482631444931, 0.1660262942314148]"
93.0,"[-0.10213465988636017, 0.06119374930858612, 0.02722245082259178, 0.39752620458602905, 0.07255934178829193, 0.03904430568218231, -0.05422334000468254, -0.2062285989522934, -0.013182327151298523, 0.24326299130916595, 0.27200090885162354, 0.14355483651161194, 0.08072490245103836, -0.08683553338050842, 0.10300669819116592, 0.27677637338638306, -0.04589422419667244, -0.04140200838446617, -0.24725405871868134, -0.06966846436262131, -0.07412166893482208, -0.0570666678249836, -0.4090818166732788, 0.031482961028814316, 0.34107714891433716, -0.11704341322183609, -0.1755552589893341, -0.22311018407344818, 0.13337993621826172, -0.04387012496590614, 0.024192994460463524, -0.2043314427137375]"
95.0,"[-0.09175603091716766, -0.15344414114952087, 0.08547671139240265, -0.04927903413772583, 0.23703210055828094, 0.039275601506233215, -0.032496485859155655, 0.22606965899467468, -0.13988642394542694, 0.32039323449134827, 0.31214243173599243, 0.14095114171504974, 0.15694476664066315, 0.04449915513396263, -0.06439392268657684, 0.02331242524087429, -0.1417725682258606, 0.25673708319664, -0.18223460018634796, -0.07359226047992706, -0.10768340528011322, 0.13412821292877197, -0.2665199935436249, 0.060860320925712585, 0.28257593512535095, 0.0903429388999939, -0.1960463523864746, -0.07895386964082718, -0.3621724545955658, -0.26725316047668457, -0.0006231841980479658, 0.11556214839220047]"
96.0,"[-0.18339596688747406, 0.05024339258670807, 0.08085230737924576, 0.005322533193975687, 0.22015802562236786, 0.13413308560848236, -0.021481623873114586, -0.26396846771240234, 0.19689784944057465, 0.10201571881771088, 0.28416338562965393, -0.030678527429699898, 0.2538260519504547, 0.13344070315361023, 0.04714706167578697, -0.08653049916028976, 0.016727009788155556, 0.11896483600139618, -0.13487352430820465, 0.3140914738178253, -0.10493511706590652, 0.29253721237182617, 0.06575936079025269, -0.11082682013511658, 0.33093249797821045, 0.08589394390583038, -0.03994356468319893, -0.24850311875343323, 0.146714985370636, -0.29206517338752747, 0.10809021443128586, -0.23374445736408234]"
97.0,"[-0.06916975975036621, 0.06319499760866165, 0.2640026807785034, -0.006849095690995455, 0.14338833093643188, 0.042607955634593964, -0.15198758244514465, 0.21599523723125458, -0.010057003237307072, 0.016900785267353058, 0.34897956252098083, 0.04120612516999245, 0.1955377608537674, 0.27186909317970276, -0.15064717829227448, -0.36235103011131287, 0.020259346812963486, 0.22366325557231903, 0.04535674676299095, -0.06369669735431671, -0.12893474102020264, 0.18537507951259613, -0.059476450085639954, -0.017683861777186394, 0.3504452705383301, 0.13943013548851013, -0.046284519135951996, -0.23241564631462097, -0.12445042282342911, -0.2676014006137848, 0.01161469891667366, 0.20567406713962555]"
98.0,"[-0.02836797386407852, -0.1521947979927063, -0.1001390889286995, 0.07432153075933456, 0.2601945102214813, -0.004364482592791319, -0.004571758676320314, 0.05139586329460144, 0.08604056388139725, 0.3436105251312256, 0.18395894765853882, 0.1607206016778946, -0.09176396578550339, -0.30891913175582886, 0.046060170978307724, 0.3359108567237854, 0.18912728130817413, 0.338050901889801, -0.11970324069261551, 0.05973120778799057, 0.08421395719051361, 0.08166978508234024, -0.15721970796585083, -0.11455335468053818, 0.21673141419887543, -0.036559589207172394, -0.19791284203529358, 0.23621593415737152, -0.28784382343292236, -0.16161972284317017, 0.07044468075037003, 0.09687428921461105]"
99.0,"[-0.29737287759780884, -0.06039202958345413, 0.07035764306783676, 0.1584443300962448, -0.04568846896290779, 0.14037300646305084, 0.12120017409324646, -0.1872202754020691, 0.0468137226998806, -0.015006816014647484, 0.3231605887413025, 0.17300716042518616, -0.17563451826572418, -0.06525052338838577, -0.009874659590423107, -0.06392643600702286, -0.04443323612213135, 0.1376006007194519, -0.09700697660446167, 0.1674061119556427, 0.041074495762586594, 0.11213032156229019, 0.057593293488025665, -0.03607882559299469, 0.6344817280769348, 0.19066613912582397, 0.146948903799057, -0.0600939579308033, -0.043107617646455765, 0.14872805774211884, 0.04877988621592522, -0.25011616945266724]"
100.0,"[-0.1716689020395279, -0.08932799845933914, 0.05003098025918007, 0.1760595589876175, 0.10774827748537064, 0.1479545384645462, 0.06828537583351135, -0.22297905385494232, 0.06935490667819977, 0.15863697230815887, 0.34868088364601135, -0.014979053288698196, -0.007613229099661112, 0.12253142148256302, 0.02261550910770893, 0.06817840784788132, -0.19442656636238098, 0.1041690856218338, -0.06390870362520218, 0.3289751410484314, -0.21998775005340576, 0.1967143714427948, -0.1524610072374344, -0.13877694308757782, 0.31651148200035095, -0.1538863182067871, 0.10935049504041672, -0.22333942353725433, 0.1719481647014618, -0.16377034783363342, 0.25169631838798523, -0.2704891860485077]"
101.0,"[0.15345467627048492, -0.06778930127620697, 0.03936384245753288, 0.1425672322511673, 0.08431469649076462, 0.03780551254749298, 0.051196470856666565, -0.1291370838880539, -0.017139693722128868, -0.06018810346722603, 0.3985413908958435, -0.12731203436851501, 0.20575103163719177, 0.25899598002433777, -0.07106398791074753, -0.14344161748886108, -0.08230055123567581, -0.07116419821977615, -0.045738011598587036, -0.0837719663977623, -0.19690686464309692, -0.24800539016723633, -0.21040832996368408, 0.06713984906673431, 0.42787596583366394, -0.06667963415384293, 0.12165434658527374, -0.31954923272132874, 0.1476447582244873, -0.28160980343818665, -0.04729956388473511, -0.1742590069770813]"
102.0,"[0.015040421858429909, 0.0797366350889206, -0.14835232496261597, 0.1302390843629837, 0.19584636390209198, -0.17214301228523254, 0.0211115051060915, 0.0030818311497569084, -0.21951813995838165, 0.047569241374731064, 0.4551631212234497, 0.11336755007505417, -0.13987009227275848, -0.2054433375597, 0.09241394698619843, 0.23365595936775208, 0.19662655889987946, 0.3801262080669403, -0.11124815046787262, 0.054678432643413544, 0.08935043960809708, 0.018706345930695534, -0.11667253822088242, 0.12859733402729034, 0.2951631546020508, -0.21862202882766724, -0.11564747989177704, 0.18545421957969666, -0.10097404569387436, 0.017139388248324394, 0.1774204522371292, -0.17017441987991333]"
